"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"3","3","Parcel Myr","mh2","Near Mint","English","","","2023-05-11 03:39:29.403000","54","False","False",""
"2","2","Parhelion II","nec","Near Mint","English","","","2023-05-11 03:39:29.403000","87","False","False",""
"1","1","Parish-Blade Trainee","vow","Near Mint","English","","","2023-05-11 03:39:29.403000","29","False","False",""
"1","1","Park Heights Maverick","ncc","Near Mint","English","","","2023-05-11 04:31:33.287000","63","False","False",""
"1","1","Parnesse, the Subtle Brush","ncc","Near Mint","English","foil","","2023-05-11 04:29:57.457000","8","False","False",""
"1","1","Passionate Archaeologist","clb","Near Mint","English","foil","","2023-05-11 04:28:45.500000","656","False","False",""
"1","1","Past in Flames","40k","Near Mint","English","foil","","2023-05-11 04:16:09.937000","206★","False","False",""
"1","1","Patchwork Gnomes","mh2","Near Mint","English","","","2023-05-11 03:39:29.403000","299","False","False",""
"4","4","Path of Ancestry","moc","Near Mint","English","","","2023-05-11 04:09:20.553000","418","False","False",""
"3","3","Path of Ancestry","40k","Near Mint","English","foil","","2023-05-11 04:16:09.937000","287★","False","False",""
"2","2","Path of Ancestry","brc","Near Mint","English","","","2023-05-11 04:15:08.683000","192","False","False",""
"2","2","Path of Ancestry","onc","Near Mint","English","","","2023-05-11 04:13:57.707000","161","False","False",""
"1","1","Path of Ancestry","40k","Near Mint","English","","","2023-05-11 04:18:16.417000","287","False","False",""
"2","2","Path of Ancestry","mic","Near Mint","English","","","2023-05-11 04:33:19.920000","178","False","False",""
"2","2","Path of Ancestry","afc","Near Mint","English","","","2023-05-11 04:34:00.793000","254","False","False",""
"2","2","Path of Ancestry","voc","Near Mint","English","","","2023-05-11 04:32:44.193000","177","False","False",""
"11","11","Path of Ancestry","clb","Near Mint","English","","","2023-05-11 03:39:29.403000","907","False","False",""
"5","5","Path of Ancestry","ncc","Near Mint","English","","","2023-05-11 04:29:11.077000","419","False","False",""
"1","1","Path of Ancestry","khc","Near Mint","English","","","2023-05-11 04:37:44.947000","117","False","False",""
"1","1","Path of Ancestry","c20","Near Mint","English","","","2023-05-11 04:39:17.023000","298","False","False",""
"1","1","Path of Peril","vow","Near Mint","English","","","2023-05-11 03:39:29.403000","124","False","False",""
"1","1","Path of the Animist","moc","Near Mint","English","","","2023-05-11 04:09:20.553000","38","False","False",""
"1","1","Path of the Enigma","moc","Near Mint","English","","","2023-05-11 04:13:06.887000","23","False","False",""
"1","1","Path of the Ghosthunter","moc","Near Mint","English","","","2023-05-11 04:12:54.543000","18","False","False",""
"1","1","Path of the Pyromancer","moc","Near Mint","English","","","2023-05-11 04:13:21.283000","34","False","False",""
"1","1","Path of the Schemer","moc","Near Mint","English","","","2023-05-11 04:11:23.677000","28","False","False",""
"1","1","Path to Exile","ncc","Near Mint","English","","","2023-05-11 04:31:11.580000","208","False","False",""
"6","6","Path to Exile","dmc","Near Mint","English","","","2023-05-11 03:39:29.403000","104","False","False",""
"1","1","Path to Exile","onc","Near Mint","English","","","2023-05-11 04:13:57.707000","84","False","False",""
"1","1","Path to Exile","moc","Near Mint","English","","","2023-05-11 04:13:06.887000","198","False","False",""
"1","1","Path to the World Tree","dmc","Near Mint","English","","","2023-05-11 04:24:17.887000","136","False","False",""
"1","1","Pathrazer of Ulamog","roe","Near Mint","English","","","2023-05-11 03:39:29.403000","9","False","False",""
"2","2","Patriarch's Bidding","mh2","Near Mint","English","","","2023-05-11 03:39:29.403000","275","False","False",""
"1","1","Patron of the Arts","clb","Near Mint","English","","","2023-05-11 03:39:29.403000","191","False","False",""
"1","1","Patron of the Valiant","cmr","Near Mint","English","","","2023-05-11 03:39:29.403000","37","False","False",""
"2","2","Patron of the Vein","voc","Near Mint","English","","","2023-05-11 03:39:29.403000","135","False","False",""
"1","1","Peacewalker Colossus","nec","Near Mint","English","","","2023-05-11 04:31:54.087000","155","False","False",""
"1","1","Pearl Medallion","c14","Near Mint","English","","","2023-05-11 03:39:29.403000","260","False","False",""
"5","5","Peel from Reality","cmr","Near Mint","English","","","2023-05-11 03:39:29.403000","402","False","False",""
"1","1","Pelakka Wurm","m19","Near Mint","English","","","2023-05-11 03:39:29.403000","192","False","False",""
"1","1","Pendant of Prosperity","c21","Near Mint","English","","","2023-05-11 04:35:52.227000","256","False","False",""
"1","1","Pendant of Prosperity","c19","Near Mint","English","","","2023-05-11 04:40:47.203000","56","False","False",""
"1","1","Pentavite","tcm2","Near Mint","English","","","2023-05-11 03:39:29.403000","13","False","False",""
"1","1","Penumbra Spider","tsr","Near Mint","English","","","2023-05-11 03:39:29.403000","223","False","False",""
"10","10","Peregrine Griffin","m12","Near Mint","English","","","2023-05-11 03:39:29.403000","29","False","False",""
"3","3","Perilous Myr","cmr","Near Mint","English","","","2023-05-11 03:39:29.403000","330","False","False",""
"4","4","Perish the Thought","roe","Near Mint","English","","","2023-05-11 03:39:29.403000","123","False","False",""
"1","1","Perplexing Test","c21","Near Mint","English","","","2023-05-11 04:36:32.777000","30","False","False",""
"1","1","Perplexing Test","moc","Near Mint","English","","","2023-05-11 04:09:20.553000","229","False","False",""
"1","1","Perrie, the Pulverizer","ncc","Near Mint","English","foil","","2023-05-11 04:31:33.287000","5","False","False",""
"2","2","Persist","mh2","Near Mint","English","","","2023-05-11 03:39:29.403000","96","False","False",""
"1","1","Personal Sanctuary","m12","Near Mint","English","","","2023-05-11 03:39:29.403000","30","False","False",""
"1","1","Pest Infestation","c21","Near Mint","English","","","2023-05-11 04:36:10.830000","65","False","False",""
"7","7","Pestilent Souleater","nph","Near Mint","English","","","2023-05-11 03:39:29.403000","149","False","False",""
"4","4","Pestilent Spirit","rna","Near Mint","English","","","2023-05-11 03:39:29.403000","81","False","False",""
"2","2","Pestilent Syphoner","one","Near Mint","English","","","2023-05-11 03:39:29.403000","103","False","False",""
"1","1","Phabine, Boss's Confidant","ncc","Near Mint","English","foil","","2023-05-11 04:31:11.580000","9","False","False",""
"6","6","Phantasmal Bear","a25","Near Mint","English","","","2023-05-11 03:39:29.403000","69","False","False",""
"2","2","Phantasmal Dragon","ddm","Near Mint","English","","","2023-05-11 03:39:29.403000","14","False","False",""
"8","8","Phantasmal Dreadmaw","mh2","Near Mint","English","","","2023-05-11 03:39:29.403000","55","False","False",""
"2","2","Phantasmal Image","afc","Near Mint","English","","","2023-05-11 03:39:29.403000","89","False","False",""
"1","1","Phantom General","onc","Near Mint","English","","","2023-05-11 04:13:57.707000","85","False","False",""
"2","2","Phantom Nishoba","c17","Near Mint","English","","","2023-05-11 03:39:29.403000","188","False","False",""
"1","1","Phantom Steed","afc","Near Mint","English","","","2023-05-11 04:34:34.557000","18","False","False",""
"1","1","Phantom Warrior","m20","Near Mint","English","","","2023-05-11 03:39:29.403000","316","False","False",""
"1","1","Phthisis","afc","Near Mint","English","","","2023-05-11 04:35:03.783000","105","False","False",""
"1","1","Phyresis Outbreak","onc","Near Mint","English","","","2023-05-11 04:14:17.520000","12","False","False",""
"2","2","Phyrexian Arena","one","Near Mint","English","","","2023-05-11 03:39:29.403000","104","False","False",""
"2","2","Phyrexian Atlas","one","Near Mint","English","","","2023-05-11 03:39:29.403000","237","False","False",""
"1","1","Phyrexian Battleflies","dde","Near Mint","English","","","2023-05-11 03:39:29.403000","3","False","False",""
"1","1","Phyrexian Broodlings","jmp","Near Mint","English","","","2023-05-11 03:39:29.403000","263","False","False",""
"1","1","Phyrexian Colossus","dde","Near Mint","English","","","2023-05-11 03:39:29.403000","16","False","False",""
"1","1","Phyrexian Debaser","jmp","Near Mint","English","","","2023-05-11 03:39:29.403000","264","False","False",""
"1","1","Phyrexian Defiler","vma","Near Mint","English","","","2023-05-11 03:39:29.403000","133","False","False",""
"1","1","Phyrexian Delver","moc","Near Mint","English","","","2023-05-11 04:11:23.677000","263","False","False",""
"1","1","Phyrexian Denouncer","dde","Near Mint","English","","","2023-05-11 03:39:29.403000","4","False","False",""
"1","1","Phyrexian Dragon Engine","bro","Near Mint","English","","","2023-05-11 03:39:29.403000","163a","False","False",""
"1","1","Phyrexian Gargantua","jmp","Near Mint","English","","","2023-05-11 03:39:29.403000","265","False","False",""
"1","1","Phyrexian Gargantua","mom","Near Mint","English","","","2023-05-11 04:11:23.677000","121","False","False",""
"1","1","Phyrexian Ghoul","a25","Near Mint","English","","","2023-05-11 03:39:29.403000","100","False","False",""
"1","1","Phyrexian Ghoul","moc","Near Mint","English","","","2023-05-11 04:11:23.677000","264","False","False",""
"1","1","Sun Titan","c20","Near Mint","English","","","2023-05-11 04:40:06.800000","101","False","False",""
"1","1","Sun Titan","c19","Near Mint","English","","","2023-05-11 04:41:05.377000","76","False","False",""
"1","1","Sun Titan","afc","Near Mint","English","","","2023-05-11 04:34:34.557000","73","False","False",""
"1","1","Sun Titan","c21","Near Mint","English","","","2023-05-11 04:35:30.470000","106","False","False",""
"1","1","Sun Titan","znc","Near Mint","English","","","2023-05-11 04:38:36.217000","21","False","False",""
"1","1","Sun Titan","khc","Near Mint","English","","","2023-05-11 04:37:28.770000","34","False","False",""
"3","3","Sun Titan","ncc","Near Mint","English","","","2023-05-11 03:39:29.403000","210","False","False",""
"1","1","Sunbird's Invocation","c21","Near Mint","English","","","2023-05-11 04:36:52.450000","180","False","False",""
"2","2","Sunblade Angel","war","Near Mint","English","","","2023-05-11 03:39:29.403000","31","False","False",""
"2","2","Sunblast Angel","afc","Near Mint","English","","","2023-05-11 03:39:29.403000","74","False","False",""
"1","1","Sunblast Angel","c20","Near Mint","English","","","2023-05-11 04:39:50.937000","102","False","False",""
"4","4","Suncleanser","m19","Near Mint","English","","","2023-05-11 03:39:29.403000","39","False","False",""
"1","1","Sundering Growth","c19","Near Mint","English","","","2023-05-11 04:41:19.447000","203","False","False",""
"2","2","Sundial of the Infinite","m12","Near Mint","English","","","2023-05-11 03:39:29.403000","218","False","False",""
"1","1","Sunforger","cmr","Near Mint","English","","","2023-05-11 04:38:20.830000","473","False","False",""
"1","1","Sungrass Prairie","c20","Near Mint","English","","","2023-05-11 04:39:50.937000","317","False","False",""
"1","1","Sungrass Prairie","afc","Near Mint","English","","","2023-05-11 04:34:00.793000","264","False","False",""
"1","1","Sungrass Prairie","mic","Near Mint","English","","","2023-05-11 04:33:40.623000","181","False","False",""
"1","1","Sungrass Prairie","ncc","Near Mint","English","","","2023-05-11 04:31:11.580000","430","False","False",""
"1","1","Sungrass Prairie","onc","Near Mint","English","","","2023-05-11 04:14:17.520000","166","False","False",""
"1","1","Sungrass Prairie","c19","Near Mint","English","","","2023-05-11 04:41:19.447000","277","False","False",""
"1","1","Sungrass Prairie","moc","Near Mint","English","","","2023-05-11 04:13:21.283000","427","False","False",""
"1","1","Sunhome, Fortress of the Legion","c21","Near Mint","English","","","2023-05-11 04:35:30.470000","319","False","False",""
"1","1","Sunhome, Fortress of the Legion","cmr","Near Mint","English","","","2023-05-11 04:38:20.830000","496","False","False",""
"1","1","Sunken Hollow","moc","Near Mint","English","","","2023-05-11 04:13:06.887000","428","False","False",""
"1","1","Sunken Hollow","c19","Near Mint","English","","","2023-05-11 04:40:47.203000","278","False","False",""
"1","1","Sunken Hollow","brc","Near Mint","English","","","2023-05-11 04:15:08.683000","204","False","False",""
"2","2","Sunken Hollow","40k","Near Mint","English","foil","","2023-05-11 04:16:09.937000","295★","False","False",""
"1","1","Sunken Hollow","dmc","Near Mint","English","","","2023-05-11 04:24:17.887000","235","False","False",""
"1","1","Sunken Hollow","40k","Near Mint","English","","","2023-05-11 04:18:16.417000","295","False","False",""
"1","1","Sunken Hollow","clb","Near Mint","English","","","2023-05-11 04:27:45.263000","918","False","False",""
"2","2","Sunken Hollow","ncc","Near Mint","English","","","2023-05-11 04:29:11.077000","431","False","False",""
"1","1","Sunken Hollow","mic","Near Mint","English","","","2023-05-11 04:33:19.920000","182","False","False",""
"1","1","Sunken Hollow","afc","Near Mint","English","","","2023-05-11 04:34:34.557000","265","False","False",""
"1","1","Sunken Hollow","c20","Near Mint","English","","","2023-05-11 04:40:26.320000","318","False","False",""
"1","1","Sunpetal Grove","xln","Near Mint","English","","","2023-05-11 03:39:29.403000","257","False","False",""
"1","1","Sunscape Battlemage","dde","Near Mint","English","","","2023-05-11 03:39:29.403000","40","False","False",""
"2","2","Sunscorch Regent","moc","Near Mint","English","","","2023-05-11 03:39:29.403000","209","False","False",""
"1","1","Sunscorch Regent","c21","Near Mint","English","","","2023-05-11 04:35:52.227000","107","False","False",""
"1","1","Supernatural Rescue","vow","Near Mint","English","","","2023-05-11 03:39:29.403000","37","False","False",""
"10","10","Supernatural Stamina","2x2","Near Mint","English","","","2023-05-11 03:39:29.403000","93","False","False",""
"1","1","Supreme Phantom","voc","Near Mint","English","","","2023-05-11 04:33:01.133000","115","False","False",""
"6","6","Supreme Will","cmr","Near Mint","English","","","2023-05-11 03:39:29.403000","102","False","False",""
"1","1","Sure-Footed Infiltrator","znr","Near Mint","English","","","2023-05-11 04:38:52.570000","83","False","False",""
"2","2","Surge Engine","bro","Near Mint","English","","","2023-05-11 03:39:29.403000","81","False","False",""
"3","3","Surge Node","2xm","Near Mint","English","","","2023-05-11 03:39:29.403000","294","False","False",""
"1","1","Surge to Victory","c21","Near Mint","English","","","2023-05-11 04:36:52.450000","58","False","False",""
"1","1","Surgehacker Mech","neo","Near Mint","English","","","2023-05-11 04:31:54.087000","260","False","False",""
"1","1","Surgical Extraction","2x2","Near Mint","English","","","2023-05-11 03:39:29.403000","94","False","False",""
"1","1","Surgical Skullbomb","one","Near Mint","English","","","2023-05-11 03:39:29.403000","243","False","False",""
"1","1","Surly Badgersaur","c20","Near Mint","English","","","2023-05-11 04:40:06.800000","57","False","False",""
"1","1","Surrak Dragonclaw","dmc","Near Mint","English","","","2023-05-11 04:24:17.887000","169","False","False",""
"2","2","Surrakar Banisher","ddo","Near Mint","English","","","2023-05-11 03:39:29.403000","43","False","False",""
"1","1","Surreal Memoir","c20","Near Mint","English","","","2023-05-11 04:39:34.377000","161","False","False",""
"5","5","Surreal Memoir","2x2","Near Mint","English","","","2023-05-11 03:39:29.403000","127","False","False",""
"1","1","Surtland Elementalist","khm","Near Mint","English","","","2023-05-11 04:37:28.770000","375","False","False",""
"2","2","Suspension Field","ktk","Near Mint","English","","","2023-05-11 03:39:29.403000","25","False","False",""
"5","5","Suture Priest","nph","Near Mint","English","","","2023-05-11 03:39:29.403000","25","False","False",""
"1","1","Suture Priest","moc","Near Mint","English","","","2023-05-11 04:12:54.543000","210","False","False",""
"1","1","Sutured Ghoul","m12","Near Mint","English","","","2023-05-11 03:39:29.403000","112","False","False",""
"18","18","Swamp","mom","Near Mint","English","","","2023-05-11 04:11:23.677000","279","False","False",""
"202","202","Swamp","one","Near Mint","English","","","2023-05-11 03:39:29.403000","274","False","False",""
"4","4","Swamp","brc","Near Mint","English","","","2023-05-11 04:15:30.133000","33","False","False",""
"3","3","Swamp","brc","Near Mint","English","","","2023-05-11 04:15:08.683000","34","False","False",""
"7","7","Swamp","40k","Near Mint","English","","","2023-05-11 04:18:16.417000","314","False","False",""
"10","10","Swamp","40k","Near Mint","English","foil","","2023-05-11 04:16:21.150000","313★","False","False",""
"10","10","Swamp","40k","Near Mint","English","foil","","2023-05-11 04:16:21.150000","310★","False","False",""
"15","15","Swamp","40k","Near Mint","English","foil","","2023-05-11 04:16:09.937000","311★","False","False",""
"10","10","Swamp","40k","Near Mint","English","foil","","2023-05-11 04:16:21.150000","312★","False","False",""
"7","7","Swamp","dmu","Near Mint","English","","","2023-05-11 04:24:17.887000","268","False","False",""
"16","16","Swamp","iko","Near Mint","English","","","2023-05-11 04:39:17.023000","267","False","False",""
"13","13","Swamp","c19","Near Mint","English","","","2023-05-11 04:40:47.203000","294","False","False",""
"15","15","Swamp","znr","Near Mint","English","","","2023-05-11 04:38:52.570000","382","False","False",""
"21","21","Swamp","afr","Near Mint","English","","","2023-05-11 04:34:34.557000","273","False","False",""
"13","13","Swamp","khm","Near Mint","English","","","2023-05-11 04:37:44.947000","396","False","False",""
"21","21","Swamp","stx","Near Mint","English","","","2023-05-11 04:35:52.227000","371","False","False",""
"16","16","Swamp","snc","Near Mint","English","","","2023-05-11 04:29:11.077000","266","False","False",""
"21","21","Swamp","clb","Near Mint","English","","","2023-05-11 04:25:11.163000","459","False","False",""
"14","14","Swamp","vow","Near Mint","English","","","2023-05-11 04:32:44.193000","400","False","False",""
"15","15","Swamp","mid","Near Mint","English","","","2023-05-11 04:33:19.920000","382","False","False",""
"2","2","Swan Song","c16","Near Mint","English","","","2023-05-11 03:39:29.403000","98","False","False",""
"1","1","Swarm Intelligence","c20","Near Mint","English","","","2023-05-11 04:39:34.377000","124","False","False",""
"1","1","Swarm Intelligence","c21","Near Mint","English","","","2023-05-11 04:36:52.450000","130","False","False",""
"1","1","Swarmyard","tsr","Near Mint","English","","","2023-05-11 03:39:29.403000","284","False","False",""
"2","2","Sweep the Skies","mh2","Near Mint","English","","","2023-05-11 03:39:29.403000","70","False","False",""
"2","2","Sweet-Gum Recluse","clb","Near Mint","English","","","2023-05-11 03:39:29.403000","835","False","False",""
"3","3","Sweltering Suns","akh","Near Mint","English","","","2023-05-11 03:39:29.403000","149","False","False",""
"1","1","Swift Reconfiguration","nec","Near Mint","English","","","2023-05-11 04:31:54.087000","10","False","False",""
"1","1","Swiftfoot Boots","khc","Near Mint","English","","","2023-05-11 04:37:28.770000","105","False","False",""
"2","2","Swiftfoot Boots","cmr","Near Mint","English","","","2023-05-11 04:38:03.290000","474","False","False",""
"1","1","Swiftfoot Boots","c20","Near Mint","English","","","2023-05-11 04:39:50.937000","254","False","False",""
"1","1","Swiftfoot Boots","brc","Near Mint","English","","","2023-05-11 04:15:08.683000","166","False","False",""
"1","1","Swiftfoot Boots","voc","Near Mint","English","","","2023-05-11 04:32:44.193000","169","False","False",""
"1","1","Swiftfoot Boots","nec","Near Mint","English","","","2023-05-11 04:32:14.727000","163","False","False",""
"2","2","Swiftfoot Boots","ncc","Near Mint","English","","","2023-05-11 04:29:11.077000","382","False","False",""
"7","7","Swiftfoot Boots","clb","Near Mint","English","","","2023-05-11 03:39:29.403000","339","False","False",""
"1","1","Swiftfoot Boots","mic","Near Mint","English","","","2023-05-11 04:33:40.623000","163","False","False",""
"1","1","Swiftfoot Boots","afc","Near Mint","English","","","2023-05-11 04:34:00.793000","217","False","False",""
"1","1","Swiftwater Cliffs","c19","Near Mint","English","","","2023-05-11 04:41:05.377000","279","False","False",""
"1","1","Swiftwater Cliffs","iko","Near Mint","English","","","2023-05-11 04:39:34.377000","255","False","False",""
"1","1","Swiftwater Cliffs","40k","Near Mint","English","foil","","2023-05-11 04:16:09.937000","296★","False","False",""
"4","4","Swirling Torrent","rna","Near Mint","English","","","2023-05-11 03:39:29.403000","56","False","False",""
"4","4","Swooping Lookout","one","Near Mint","English","","","2023-05-11 03:39:29.403000","35","False","False",""
"1","1","Sword of Body and Mind","2xm","Near Mint","English","","","2023-05-11 03:39:29.403000","295","False","False",""
"1","1","Sword of Forge and Frontier","one","Near Mint","English","","","2023-05-11 03:39:29.403000","244","False","False",""
"1","1","Sword of Hearth and Home","mh2","Near Mint","English","","","2023-05-11 03:39:29.403000","238","False","False",""
"2","2","Sword of Hours","afc","Near Mint","English","","","2023-05-11 04:34:00.793000","61","False","False",""
"1","1","Sword of Kaldra","mrd","Near Mint","English","","","2023-05-11 03:39:29.403000","251","False","False",""
"1","1","Sword of Sinew and Steel","mh1","Near Mint","English","","","2023-05-11 03:39:29.403000","228","False","False",""
"1","1","Sword of the Animist","afc","Near Mint","English","","","2023-05-11 04:34:00.793000","218","False","False",""
"1","1","Sword of the Chosen","dmc","Near Mint","English","","","2023-05-11 04:24:45.397000","192","False","False",""
"1","1","Sword of Truth and Justice","mh1","Near Mint","English","","","2023-05-11 03:39:29.403000","229","False","False",""
"1","1","Sword of Vengeance","nec","Near Mint","English","","","2023-05-11 04:32:14.727000","164","False","False",""
"1","1","Sword of Vengeance","cmr","Near Mint","English","","","2023-05-11 04:38:20.830000","475","False","False",""
"1","1","Sword of War and Peace","2xm","Near Mint","English","","","2023-05-11 03:39:29.403000","300","False","False",""
"1","1","Swords to Plowshares","cmr","Near Mint","English","","","2023-05-11 04:38:20.830000","387","False","False",""
"1","1","Swords to Plowshares","brc","Near Mint","English","","","2023-05-11 04:15:08.683000","75","False","False",""
"1","1","Swords to Plowshares","onc","Near Mint","English","","","2023-05-11 04:14:17.520000","89","False","False",""
"4","4","Swords to Plowshares","moc","Near Mint","English","","","2023-05-11 04:11:23.677000","211","False","False",""
"1","1","Swords to Plowshares","afc","Near Mint","English","","","2023-05-11 04:34:34.557000","75","False","False",""
"1","1","Swords to Plowshares","mic","Near Mint","English","","","2023-05-11 04:33:40.623000","94","False","False",""
"1","1","Swords to Plowshares","ncc","Near Mint","English","","","2023-05-11 04:29:11.077000","211","False","False",""
"1","1","Swords to Plowshares","nec","Near Mint","English","","","2023-05-11 04:31:54.087000","89","False","False",""
"1","1","Swords to Plowshares","voc","Near Mint","English","","","2023-05-11 04:33:01.133000","99","False","False",""
"1","1","Swords to Plowshares","40k","Near Mint","English","","","2023-05-11 04:18:16.417000","190","False","False",""
"1","1","Swords to Plowshares","40k","Near Mint","English","foil","","2023-05-11 04:16:35.363000","190★","False","False",""
"1","1","Sygg, River Cutthroat","znc","Near Mint","English","","","2023-05-11 04:38:52.570000","103","False","False",""
"1","1","Sylvan Advocate","znc","Near Mint","English","","","2023-05-11 04:38:36.217000","84","False","False",""
"1","1","Sylvan Anthem","mh2","Near Mint","English","","","2023-05-11 03:39:29.403000","176","False","False",""
"1","1","Sylvan Messenger","khc","Near Mint","English","","","2023-05-11 04:37:44.947000","75","False","False",""
"1","1","Sylvan Offering","ncc","Near Mint","English","","","2023-05-11 04:31:11.580000","314","False","False",""
"1","1","Sylvan Reclamation","znc","Near Mint","English","","","2023-05-11 04:38:36.217000","104","False","False",""
"1","1","Sylvan Reclamation","dmc","Near Mint","English","","","2023-05-11 04:24:17.887000","170","False","False",""
"1","1","Sylvok Replica","som","Near Mint","English","","","2023-05-11 03:39:29.403000","210","False","False",""
"1","1","Syncopate","vow","Near Mint","English","","","2023-05-11 03:39:29.403000","83","False","False",""
"1","1","Synthesis Pod","onc","Near Mint","English","","","2023-05-11 03:39:29.403000","23","False","False",""
"1","1","Synthetic Destiny","khc","Near Mint","English","","","2023-05-11 04:37:28.770000","44","False","False",""
"1","1","Syphon Essence","vow","Near Mint","English","","","2023-05-11 03:39:29.403000","84","False","False",""
"1","1","Syphon Flesh","mic","Near Mint","English","","","2023-05-11 04:33:19.920000","129","False","False",""
"1","1","Syphon Mind","clb","Near Mint","English","","","2023-05-11 04:27:45.263000","772","False","False",""
"1","1","Syr Elenora, the Discerning","moc","Near Mint","English","","","2023-05-11 04:13:06.887000","239","False","False",""
"1","1","Syr Konrad, the Grim","moc","Near Mint","English","","","2023-05-11 04:13:06.887000","269","False","False",""
"1","1","Syr Konrad, the Grim","znc","Near Mint","English","","","2023-05-11 04:38:52.570000","56","False","False",""
"1","1","Syrix, Carrier of the Flame","ncc","Near Mint","English","","","2023-05-11 04:29:57.457000","80","False","False",""
"1","1","Sythis, Harvest's Hand","mh2","Near Mint","English","","","2023-05-11 03:39:29.403000","214","False","False",""
"1","1","Szarekh, the Silent King","40k","Near Mint","English","foil","","2023-05-11 04:16:21.150000","1","False","False",""
"2","2","Szat's Will","cmr","Near Mint","English","","","2023-05-11 03:39:29.403000","152","False","False",""
"2","2","Tablet of Compleation","one","Near Mint","English","","","2023-05-11 03:39:29.403000","245","False","False",""
"1","1","Tahngarth, First Mate","c19","Near Mint","English","","","2023-05-11 04:41:19.447000","50","False","False",""
"1","1","Taigam, Ojutai Master","c17","Near Mint","English","","","2023-05-11 03:39:29.403000","46","False","False",""
"1","1","Tainted Adversary","mid","Near Mint","English","","","2023-05-11 03:39:29.403000","124","False","False",""
"1","1","Tainted Field","c21","Near Mint","English","","","2023-05-11 04:35:52.227000","320","False","False",""
"1","1","Tainted Field","moc","Near Mint","English","","","2023-05-11 04:11:23.677000","429","False","False",""
"1","1","Tainted Field","onc","Near Mint","English","","","2023-05-11 04:14:17.520000","167","False","False",""
"1","1","Tainted Field","clb","Near Mint","English","","","2023-05-11 04:25:11.163000","919","False","False",""
"1","1","Tainted Isle","clb","Near Mint","English","","","2023-05-11 04:27:45.263000","920","False","False",""
"1","1","Tainted Isle","mic","Near Mint","English","","","2023-05-11 04:33:19.920000","183","False","False",""
"4","4","Tainted Observer","one","Near Mint","English","","","2023-05-11 03:39:29.403000","217","False","False",""
"1","1","Tainted Peak","afc","Near Mint","English","","","2023-05-11 04:35:03.783000","266","False","False",""
"1","1","Tainted Peak","voc","Near Mint","English","","","2023-05-11 04:32:44.193000","184","False","False",""
"4","4","Tainted Remedy","ori","Near Mint","English","","","2023-05-11 03:39:29.403000","120","False","False",""
"1","1","Tainted Wood","onc","Near Mint","English","","","2023-05-11 04:14:17.520000","168","False","False",""
"1","1","Tainted Wood","c21","Near Mint","English","","","2023-05-11 04:36:10.830000","321","False","False",""
"1","1","Tajic, Blade of the Legion","dmc","Near Mint","English","","","2023-05-11 04:24:45.397000","171","False","False",""
"1","1","Tales of the Ancestors","khc","Near Mint","English","","","2023-05-11 04:37:28.770000","8","False","False",""
"1","1","Talisman of Conviction","onc","Near Mint","English","","","2023-05-11 04:13:57.707000","143","False","False",""
"1","1","Talisman of Creativity","clb","Near Mint","English","","","2023-05-11 04:28:15.497000","876","False","False",""
"1","1","Talisman of Creativity","40k","Near Mint","English","foil","","2023-05-11 04:16:09.937000","253★","False","False",""
"1","1","Talisman of Creativity","c21","Near Mint","English","","","2023-05-11 04:36:52.450000","269","False","False",""
"1","1","Talisman of Dominance","40k","Near Mint","English","","","2023-05-11 04:18:16.417000","254","False","False",""
"1","1","Talisman of Dominance","40k","Near Mint","English","foil","","2023-05-11 04:16:35.363000","254★","False","False",""
"1","1","Talisman of Dominance","40k","Near Mint","English","foil","","2023-05-11 04:16:09.937000","255★","False","False",""
"1","1","Talisman of Dominance","clb","Near Mint","English","","","2023-05-11 04:27:45.263000","877","False","False",""
"1","1","Talisman of Dominance","mic","Near Mint","English","","","2023-05-11 04:33:19.920000","164","False","False",""
"1","1","Talisman of Hierarchy","clb","Near Mint","English","","","2023-05-11 04:25:11.163000","878","False","False",""
"1","1","Talisman of Hierarchy","40k","Near Mint","English","","","2023-05-11 04:18:16.417000","256","False","False",""
"1","1","Talisman of Hierarchy","40k","Near Mint","English","foil","","2023-05-11 04:16:35.363000","256★","False","False",""
"1","1","Talisman of Hierarchy","moc","Near Mint","English","","","2023-05-11 04:11:23.677000","385","False","False",""
"1","1","Talisman of Indulgence","40k","Near Mint","English","foil","","2023-05-11 04:16:09.937000","257★","False","False",""
"1","1","Talisman of Indulgence","afc","Near Mint","English","","","2023-05-11 04:35:03.783000","219","False","False",""
"1","1","Talisman of Progress","40k","Near Mint","English","foil","","2023-05-11 04:16:35.363000","258★","False","False",""
"1","1","Talisman of Progress","40k","Near Mint","English","","","2023-05-11 04:18:16.417000","258","False","False",""
"1","1","Talisman of Resilience","c21","Near Mint","English","","","2023-05-11 04:36:10.830000","270","False","False",""
"1","1","Talisman of Unity","mic","Near Mint","English","","","2023-05-11 04:33:40.623000","165","False","False",""
"1","1","Tallyman of Nurgle","40k","Near Mint","English","foil","","2023-05-11 04:16:09.937000","60★","False","False",""
"1","1","Talrand, Sky Summoner","2x2","Near Mint","English","","","2023-05-11 03:39:29.403000","64","False","False",""
"1","1","Talrand, Sky Summoner","c21","Near Mint","English","","","2023-05-11 04:36:52.450000","131","False","False",""
